     0.0413505      0.0461771      0.0875276
     0.0383033      0.0492225      0.0875258
     0.0375246      0.0500012      0.0875259
     0.0390419      0.0484853      0.0875273
     0.0409465      0.0465812      0.0875277
     0.0426483      0.0448784      0.0875267
     0.0453595      0.0421674      0.0875268
     0.0486698      0.0388596      0.0875294
     0.0488958      0.0386357      0.0875315
     0.0431802      0.0443493      0.0875295
     0.0345531      0.0529715      0.0875245
     0.0301805      0.0573416      0.0875221
     0.0334457      0.0540797      0.0875255
     0.0394624      0.0480686       0.087531
      0.040245      0.0472874      0.0875324
     0.0336547      0.0538737      0.0875285
     0.0253129      0.0622111       0.087524
     0.0215675      0.0659565      0.0875239
     0.0226223      0.0649049      0.0875271
      0.023929      0.0635999      0.0875288
     0.0229546      0.0645723      0.0875269
     0.0221416      0.0653829      0.0875244
     0.0247316      0.0627934      0.0875251
     0.0295664      0.0579619      0.0875284
     0.0318349      0.0556955      0.0875303
     0.0286858      0.0588428      0.0875286
     0.0225407      0.0649845      0.0875252
     0.0184324       0.069091      0.0875234
     0.0191394       0.068385      0.0875244
     0.0232259      0.0643012      0.0875271
     0.0267412      0.0607881      0.0875293
     0.0264565      0.0610728      0.0875293
     0.0225429      0.0649839      0.0875268
     0.0187563      0.0687678      0.0875241
     0.0191665      0.0683575       0.087524
     0.0238457      0.0636813      0.0875271
     0.0282794      0.0592508      0.0875302
     0.0279661      0.0595638      0.0875299
     0.0233836      0.0641429      0.0875265
       0.01946      0.0680637      0.0875237
     0.0201634       0.067361      0.0875243
     0.0246905      0.0628364      0.0875269
     0.0292158       0.058313      0.0875287
     0.0309538      0.0565751      0.0875288
     0.0294412      0.0580873      0.0875285
     0.0252233      0.0623043      0.0875276
     0.0197436      0.0677817      0.0875253
     0.0165791      0.0709432      0.0875223
      0.019899      0.0676232      0.0875222
     0.0295372      0.0579894      0.0875267
     0.0389255      0.0486065      0.0875319
     0.0404798      0.0470528      0.0875326
     0.0331787      0.0543496      0.0875283
     0.0232766      0.0642472      0.0875238
     0.0174863       0.070037      0.0875232
       0.01708      0.0704453      0.0875253
     0.0193739      0.0681523      0.0875262
     0.0230612       0.064464      0.0875253
     0.0291718       0.058354      0.0875259
     0.0364598      0.0510701      0.0875299
     0.0390706      0.0484628      0.0875334
     0.0320544      0.0554768      0.0875313
      0.018787      0.0687371      0.0875241
    0.00979776      0.0777211      0.0875188
     0.0126293      0.0748917       0.087521
     0.0241766      0.0633513      0.0875279
     0.0343188      0.0532136      0.0875324
     0.0360942       0.051437      0.0875312
     0.0309677      0.0565592      0.0875269
     0.0251552      0.0623687       0.087524
     0.0230974      0.0644267      0.0875241
     0.0247709      0.0627552      0.0875261
     0.0272204      0.0603079      0.0875283
     0.0272806      0.0602486      0.0875292
     0.0237626      0.0637655      0.0875281
     0.0184476       0.069078      0.0875257
     0.0150588      0.0724649      0.0875237
     0.0165478       0.070976      0.0875238
      0.022815      0.0647109      0.0875259
     0.0307767      0.0567517      0.0875284
     0.0366933      0.0508365      0.0875297
     0.0386346      0.0488949      0.0875295
     0.0369426       0.050586      0.0875286
      0.033086      0.0544414      0.0875274
     0.0289336      0.0585923       0.087526
     0.0266395      0.0608856       0.087525
     0.0275221      0.0600038      0.0875258
     0.0302988      0.0572294      0.0875281
     0.0316197      0.0559097      0.0875293
     0.0296173      0.0579105      0.0875278
